web-scraper-order,web-scraper-start-url,exercise-selector,exercise-selector-href,instructions,name,equipment,bodypart,image-src
"1712225146-11","https://www.acefitness.org/resources/everyone/exercise-library/body-part/full-body-integrated/?page=6","Standing Rotational Chop
			    
			    

	
		Target Body Part:
		Full Body/Integrated
	
	
		Equipment:
		Resistance Bands/Cables
	
	
		Difficulty:
		
			
				
                            Advanced
			
		
	


			    
		    
		    
                View Details","https://www.acefitness.org/resources/everyone/exercise-library/349/standing-rotational-chop/","Place a cable pulley at shoulder-height and attach a single handle. Stand with feet wider than shoulder-width apart so the pulley is to the right of the body, then reach across the body and grip the handle with both hands so the finger are laced together. Start with body weight centered on the right leg, then shift to the left leg by pushing off the ground with the right foot. At the same time keep the arms out straight while sweeping the handle from above the right shoulder to down by the left hip. Keep the back straight during the twist and move the chest and stomach together. At the bottom of the movement, body weight should be centered on the left hip and the hands in front of the left leg. To return to the starting position, push off the left foot into the floor and slowly sweep both hands back across the body to the starting position above the right shoulder. 
			

		Share:","Standing Rotational Chop","Resistance Bands/Cables","Full Body/Integrated","https://ik.imagekit.io/02fmeo4exvw/exercise-library/large/349-1.jpg"
"1712225148-12","https://www.acefitness.org/resources/everyone/exercise-library/body-part/full-body-integrated/?page=6","Standing Hip Abduction
			    
			    

	
		Target Body Part:
		Abs, Butt/Hips, Full Body/Integrated
	
	
		Equipment:
		Resistance Bands/Cables, Weight Machines / Selectorized
	
	
		Difficulty:
		
			
				
                            Intermediate
			
		
	


			    
		    
		    
                View Details","https://www.acefitness.org/resources/everyone/exercise-library/155/standing-hip-abduction/","Share:","Standing Hip Abduction","Resistance Bands/Cables, Weight Machines / Selectorized","Abs, Butt/Hips, Full Body/Integrated","https://ik.imagekit.io/02fmeo4exvw/exercise-library/large/155-1.jpg"
"1712225150-13","https://www.acefitness.org/resources/everyone/exercise-library/body-part/full-body-integrated/?page=6","Squat to Row
			    
			    

	
		Target Body Part:
		Full Body/Integrated
	
	
		Equipment:
		Resistance Bands/Cables
	
	
		Difficulty:
		
			
				
                            Intermediate
			
		
	


			    
		    
		    
                View Details","https://www.acefitness.org/resources/everyone/exercise-library/344/squat-to-row/","Stand with the feet hip-width apart, the hips straight, the back tall, and the knees slightly bent. Place the pulley at about waist-height, attach an attachment with two grips, hold a grip in each hand so that the thumbs are pointed up to the ceiling and the palms are facing each other. Lift the chest, hold the arms straight in front of the body, and push the hips back to begin lowering into a squat. At the bottom of the squat keep the arms straight and the back straight while pushing the feet into the ground to stand up. While standing up from the squat, pull the rope towards the body keeping the arms parallel to the floor and the elbows close to the sides; the hands should reach the front of the stomach. Pause and slowly straighten the arms, and drop down into the next squat (pull the arms towards the body while standing, and allow the arms to slowly straighten while lowering into the squat).
			

		Share:","Squat to Row","Resistance Bands/Cables","Full Body/Integrated","https://ik.imagekit.io/02fmeo4exvw/exercise-library/large/344-1.jpg"
"1712225152-14","https://www.acefitness.org/resources/everyone/exercise-library/body-part/full-body-integrated/?page=6","Squat to Overhead Raise
			    
			    

	
		Target Body Part:
		Abs, Full Body/Integrated, Legs - Thighs, Shoulders
	
	
		Equipment:
		Dumbbells
	
	
		Difficulty:
		
			
				
                            Intermediate
			
		
	


			    
		    
		    
                View Details","https://www.acefitness.org/resources/everyone/exercise-library/361/squat-to-overhead-raise/","Hold one dumbbell lengthwise in both hands so that each hand is holding a weighted end, and place the feet about shoulder-width apart. With the arms straight down, slowly bend at the hips and keep the back straight while lowering into a squat keeping the weight between both legs. At the bottom of the squat push both feet into the ground to return to standing, and keep the arms straight while swinging the weight straight in front of the body to finish with it over the head. Lower the dumbbell back down in front of the body to return to the starting position.
			

		Share:","Squat to Overhead Raise","Dumbbells","Abs, Full Body/Integrated, Legs - Thighs, Shoulders","https://ik.imagekit.io/02fmeo4exvw/exercise-library/large/361-1.jpg"
"1712225154-15","https://www.acefitness.org/resources/everyone/exercise-library/body-part/full-body-integrated/?page=6","Squat to Overhead Press
			    
			    

	
		Target Body Part:
		Full Body/Integrated
	
	
		Equipment:
		Dumbbells
	
	
		Difficulty:
		
			
				
                            Advanced
			
		
	


			    
		    
		    
                View Details","https://www.acefitness.org/resources/everyone/exercise-library/357/squat-to-overhead-press/","Grip one dumbbell in each hand with the palm facing each other and hold them in front of each shoulder with the elbows close to the body. Push back into the hips and keep the back straight to lower into a squat holding the weights on the front of the shoulders. When the hips are below the knees in the squat, push both legs into the ground to stand up and at the same time press the dumbbells overhead by straightening the arms. Slowly return the weights to the shoulders.
			

		Share:","Squat to Overhead Press","Dumbbells","Full Body/Integrated","https://ik.imagekit.io/02fmeo4exvw/exercise-library/large/357-1.jpg"
"1712225157-16","https://www.acefitness.org/resources/everyone/exercise-library/body-part/full-body-integrated/?page=6","Sprinter Pulls
			    
			    

	
		Target Body Part:
		Full Body/Integrated
	
	
		Equipment:
		No Equipment
	
	
		Difficulty:
		
			
				
                            Intermediate
			
		
	


			    
		    
		    
                View Details","https://www.acefitness.org/resources/everyone/exercise-library/250/sprinter-pulls/","Step 1
Assume a ½ kneeling position with your right leg forward, left leg back, and your torso, right tibia (shinbone) and left upper thigh approximately vertical to the floor.  Move your left arm into the forward position with fingers level with your chin, and your right arm into the back position.  Squeeze both arms to your sides with approximately a 90-degree bend in each elbow, fingers extended and wrists in the neutral position (wrists aligned with your forearms).  Stiffen (“brace”) your abdominal muscles to stabilize your spine, depress and retract your scapulae (pull shoulders back and down) and attempt to hold these positions throughout the exercise.  Align your head with your thoracic (upper) spine.

Step 2
Upward Movement: Exhale and explode upwards pushing from your glutes performing the following sequence:

Driving your left knee forward and upward (allow the knee-bend to open up slightly).
Driving your left arm backwards from your shoulders, while maintaining the 90-degree bend in your elbow and arm squeezed against your side. 
Driving your right arm forward from your shoulders, until fingers are level with your chin (maintaining an approximate 90-degree bend in your elbow or less) and arm squeezed against your side. 


Step 3
Continue driving forward until your right leg (stance or support) leg moves into triple extension (extending your hip, straightening your knee and exploding onto your toes).  In this position, your body should be aligned vertical or in a slight forward-lean position with your head facing forward, aligned with your spine.  Attempt to hold this end position briefly, before returning slowly to your starting position.  Perform 5 – 10 repetitions and repeat with the opposite leg.

Step 4
Exercise Variation: This dynamic movement can be progressed by holding the triple extension phase for up to 5 seconds or holding a resistance cable or band in the forward hand to pull backwards.  Perform the movement using a slow, controlled tempo (pace), to master your technique then build towards a more explosive movement.
			

		Share:","Sprinter Pulls","No Equipment","Full Body/Integrated","https://ik.imagekit.io/02fmeo4exvw/exercise-library/large/250-1.jpg"
"1712225159-17","https://www.acefitness.org/resources/everyone/exercise-library/body-part/full-body-integrated/?page=6","Spider Walks
			    
			    

	
		Target Body Part:
		Arms, Full Body/Integrated
	
	
		Equipment:
		No Equipment
	
	
		Difficulty:
		
			
				
                            Intermediate
			
		
	


			    
		    
		    
                View Details","https://www.acefitness.org/resources/everyone/exercise-library/247/spider-walks/","Start in a push-up position with the hands shoulder-width apart and the legs straight out directly behind the body about hip-width apart. Push the toes of the left foot into the floor and squeeze the left thigh and glute while moving the right knee forward to the outside of the right elbow. While the right leg is forward, push back through the left heel to straighten the left leg. Then straighten the right leg and bring the left knee forward to the outside of the left elbow while reaching forward with the right hand. Alternate this arm and leg action for the desired distance.
			

		Share:","Spider Walks","No Equipment","Arms, Full Body/Integrated","https://ik.imagekit.io/02fmeo4exvw/exercise-library/large/247-1.jpg"
"1712225161-18","https://www.acefitness.org/resources/everyone/exercise-library/body-part/full-body-integrated/?page=6","Snatch
			    
			    

	
		Target Body Part:
		Full Body/Integrated
	
	
		Equipment:
		Barbell
	
	
		Difficulty:
		
			
				
                            Advanced
			
		
	


			    
		    
		    
                View Details","https://www.acefitness.org/resources/everyone/exercise-library/314/snatch/","Place a barbell on the floor, and grip it with the hands wider than shoulder-width using a hook grip (thumbs wrapped around the bar and fingers wrapped around the thumb.) Keep the feet slightly wider than hip-width and bend at the hips to sink into a squat. Keep the back straight and the chest tall while explosively driving the legs into the floor and pulling up on the bar for the first pull. As the bar reaches knee-height extend the hips open explosively to keep the bar moving upwards close to the front of the body. As the bar passes the chest pull the body under the bar by sliding the feet out to shoulder-width apart and dropping the hips into a squat. Punch the arms straight overhead to catch the weight in an overhead squat position. From a deep squat keep the barbell directly overhead and press the feet into the floor to stand up. Once reaching the standing position, pause before lowering the weight to the floor. Repeat for the desired number of repetitions. 
			

		Share:","Snatch","Barbell","Full Body/Integrated","https://ik.imagekit.io/02fmeo4exvw/exercise-library/large/314-1.jpg"
"1712225163-19","https://www.acefitness.org/resources/everyone/exercise-library/body-part/full-body-integrated/?page=6","Single Arm, Single Leg Plank
			    
			    

	
		Target Body Part:
		Full Body/Integrated
	
	
		Equipment:
		No Equipment
	
	
		Difficulty:
		
			
				
                            Advanced
			
		
	


			    
		    
		    
                View Details","https://www.acefitness.org/resources/everyone/exercise-library/325/single-arm-single-leg-plank/","Share:","Single Arm, Single Leg Plank","No Equipment","Full Body/Integrated","https://ik.imagekit.io/02fmeo4exvw/exercise-library/no_photo.gif"
"1712225167-20","https://www.acefitness.org/resources/everyone/exercise-library/body-part/full-body-integrated/?page=5","Single Arm Swing
			    
			    

	
		Target Body Part:
		Full Body/Integrated
	
	
		Equipment:
		Kettlebells
	
	
		Difficulty:
		
			
				
                            Advanced
			
		
	


			    
		    
		    
                View Details","https://www.acefitness.org/resources/everyone/exercise-library/392/single-arm-swing/","Stand with the feet shoulder-width apart and the knees slightly bent, and hold a kettlebell with the right hand in a palms-down grip, and squeeze the handle to maintain a firm grip. Keep the back straight and sink back slightly into the hips to pull the kettlebell back between the legs under the hips. Quickly push the hips forward and pull the knees back to swing the kettlebell up in front of the body (Tip: the strength to move the weight should come from the legs and hips, NOT the shoulders.) Allow the kettlebell to come up to chest height before pulling it back down between the legs to prepare for the next repetition. Allow the left arm to swing back while sinking into the hips, and then swing it forward by snapping the hips forward. 
			

		Share:","Single Arm Swing","Kettlebells","Full Body/Integrated","https://ik.imagekit.io/02fmeo4exvw/exercise-library/large/392-1.jpg"
"1712225170-21","https://www.acefitness.org/resources/everyone/exercise-library/body-part/full-body-integrated/?page=5","Single Arm Overhead Squat
			    
			    

	
		Target Body Part:
		Back, Full Body/Integrated, Legs - Thighs, Shoulders
	
	
		Equipment:
		Kettlebells
	
	
		Difficulty:
		
			
				
                            Advanced
			
		
	


			    
		    
		    
                View Details","https://www.acefitness.org/resources/everyone/exercise-library/393/single-arm-overhead-squat/","Hold a kettlebell in the right hand with the right arm straight up overhead. Stand with the feet about shoulder-width apart and place the right foot in front of the left so the heel of the right foot is even with the toes of the left foot. While looking up at the kettlebell throughout the movement, push hips back into a squat reaching the free arm down towards the ground, allowing the trunk to rotate towards the right. Push both feet into the floor and pull the knees backwards to return back to the original standing position.
			

		Share:","Single Arm Overhead Squat","Kettlebells","Back, Full Body/Integrated, Legs - Thighs, Shoulders","https://ik.imagekit.io/02fmeo4exvw/exercise-library/large/393-1.jpg"
"1712225172-22","https://www.acefitness.org/resources/everyone/exercise-library/body-part/full-body-integrated/?page=5","Single Arm Overhead Press
			    
			    

	
		Target Body Part:
		Full Body/Integrated, Shoulders
	
	
		Equipment:
		Kettlebells
	
	
		Difficulty:
		
			
				
                            Intermediate
			
		
	


			    
		    
		    
                View Details","https://www.acefitness.org/resources/everyone/exercise-library/395/single-arm-overhead-press/","Stand with the feet hip-width apart so that the right foot is slightly in front of the left and grip a kettlebell with the right hand while holding it in front of the chest near the shoulder resting on the right forearm with the elbow close to the ribs. Push the right foot into the ground to shift the weight of the body forward, and press the right arm straight overhead. Pull the right elbow back down to the rib cage to lower the weight.  
			

		Share:","Single Arm Overhead Press","Kettlebells","Full Body/Integrated, Shoulders","https://ik.imagekit.io/02fmeo4exvw/exercise-library/large/395-1.jpg"
"1712225174-23","https://www.acefitness.org/resources/everyone/exercise-library/body-part/full-body-integrated/?page=5","Simultaneous Waves
			    
			    

	
		Target Body Part:
		Full Body/Integrated
	
	
		Equipment:
		Heavy Ropes
	
	
		Difficulty:
		
			
				
                            Advanced
			
		
	


			    
		    
		    
                View Details","https://www.acefitness.org/resources/everyone/exercise-library/374/simultaneous-waves/","Securely attach a heavy rope to an anchor point, grab one end of the rope in each hand with the palms down. Stand with the feet about shoulder-width apart with both the hips and knees slightly bent, and hold both lines of rope directly in front. Hold one end of the rope in each hand and keep the elbows close to the body, then lift both ends of the rope at the same time before explosively snapping them back to the ground. Continue moving the rope with both hands at the same time for the duration of the exercise. 
			

		Share:","Simultaneous Waves","Heavy Ropes","Full Body/Integrated","https://ik.imagekit.io/02fmeo4exvw/exercise-library/large/374-1.jpg"
"1712225176-24","https://www.acefitness.org/resources/everyone/exercise-library/body-part/full-body-integrated/?page=5","Simultaneous Wave with Reverse Lunges
			    
			    

	
		Target Body Part:
		Full Body/Integrated
	
	
		Equipment:
		Heavy Ropes
	
	
		Difficulty:
		
			
				
                            Advanced
			
		
	


			    
		    
		    
                View Details","https://www.acefitness.org/resources/everyone/exercise-library/375/simultaneous-wave-with-reverse-lunges/","Securely attach a heavy rope to an anchor point, grab one end of the rope in each hand with the palms down. Stand with the feet about shoulder-width apart with both the hips and knees slightly bent, and hold both lines of rope directly in front. Keep the elbows close to the body while lifting both ends of the rope at the same time before explosively snapping them back to the ground. While snapping both ends of the rope to the ground, step backwards with the right foot to sink into a lunge with the knee almost to the ground. Press the left foot into the ground and swing the right leg forward to return to standing. Continue stepping back in the rear lunge - alternating legs - while moving the rope with both hands for the duration of the exercise. 
			

		Share:","Simultaneous Wave with Reverse Lunges","Heavy Ropes","Full Body/Integrated","https://ik.imagekit.io/02fmeo4exvw/exercise-library/large/375-1.jpg"
"1712225178-25","https://www.acefitness.org/resources/everyone/exercise-library/body-part/full-body-integrated/?page=5","Side Plank Row
			    
			    

	
		Target Body Part:
		Full Body/Integrated
	
	
		Equipment:
		Resistance Bands/Cables
	
	
		Difficulty:
		
			
				
                            Advanced
			
		
	


			    
		    
		    
                View Details","https://www.acefitness.org/resources/everyone/exercise-library/343/side-plank-row/","Place a cable pulley in the lowest position, lie on the floor on the right side of the body facing the machine, and hold a handle in the left hand. Place the right elbow directly under the right shoulder, press the legs together, squeeze the stomach muscles, squeeze the glutes, and press the left hip up into the air. Hold the body in a straight line while pulling the left elbow towards the ribs. Pause for a second before straightening the arm back to return the weight to the starting position. 
			

		Share:","Side Plank Row","Resistance Bands/Cables","Full Body/Integrated","https://ik.imagekit.io/02fmeo4exvw/exercise-library/large/343-1.jpg"
"1712225180-26","https://www.acefitness.org/resources/everyone/exercise-library/body-part/full-body-integrated/?page=5","Rotational Uppercut
			    
			    

	
		Target Body Part:
		Arms, Full Body/Integrated, Shoulders
	
	
		Equipment:
		Dumbbells
	
	
		Difficulty:
		
			
				
                            Intermediate
			
		
	


			    
		    
		    
                View Details","https://www.acefitness.org/resources/everyone/exercise-library/369/rotational-uppercut/","Stand with the feet hip-width apart, hold one dumbbell in each hand with the palms facing up, and the elbows close to the rib cage. Sink back into the hips and press the left foot into the ground to turn to the right, keep the left elbow bent and perform an uppercut with the left arm, bringing the left elbow to shoulder-height. Slowly lower the left arm and turn back to the center. Push the right foot into the ground to turn the left hip while swinging the right arm up in an uppercut.
			

		Share:","Rotational Uppercut","Dumbbells","Arms, Full Body/Integrated, Shoulders","https://ik.imagekit.io/02fmeo4exvw/exercise-library/large/369-1.jpg"
